betapwr,run,side
0.679366683,1,1
0.737929465,1,1
0.803366949,1,1
0.870576421,1,1
0.937355979,1,1
1.003013912,1,1
1.066895643,1,1
1.127363705,1,1
1.18147326,1,1
1.225264118,1,1
1.254407072,1,1
1.26496049,1,1
1.254138973,1,1
1.221122872,1,1
1.167936058,1,1
1.100288227,1,1
1.028108596,1,1
0.965401001,1,1
0.929092168,1,1
0.936736098,1,1
1.003254195,1,1
1.137278395,1,1
1.338012221,1,1
1.593658754,1,1
1.882218782,1,1
2.174809816,1,1
2.440802568,1,1
2.653399238,1,1
2.794139264,1,1
2.855299972,1,1
2.840001159,1,1
2.760565694,1,1
2.635966493,1,1
2.488959915,1,1
2.343055942,1,1
2.219216509,1,1
2.132348446,1,1
2.088172361,1,1
2.08152386,1,1
2.097153645,1,1
2.113449708,1,1
2.108408486,1,1
2.066148791,1,1
1.981850837,1,1
1.863488222,1,1
1.729912351,1,1
1.606172331,1,1
1.517769646,1,1
1.485520034,1,1
1.521979258,1,1
1.629512204,1,1
1.799596602,1,1
2.013072779,1,1
2.241539094,1,1
2.450432174,1,1
2.604098814,1,1
2.67234495,1,1
2.636968325,1,1
2.496267168,1,1
2.265881646,1,1
1.975496055,1,1
1.662373257,1,1
1.363721267,1,1
1.110060825,1,1
0.921099932,1,1
0.804557287,1,1
0.757449003,1,1
0.768895678,1,1
0.823521167,1,1
0.904770293,1,1
0.99772532,1,1
1.091149039,1,1
1.178572628,1,1
1.258362887,1,1
1.332861002,1,1
1.406821067,1,1
1.48543174,1,1
1.572197955,1,1
1.666977796,1,1
1.764568152,1,1
1.854345469,1,1
1.921422712,1,1
1.949435959,1,1
1.924463649,1,1
1.838973999,1,1
1.694450907,1,1
1.501686315,1,1
1.278559039,1,1
1.046069866,1,1
0.824014709,1,1
0.627676526,1,1
0.466351712,1,1
0.343716227,1,1
0.259371204,1,1
0.210644107,1,1
0.193887869,1,1
0.204956094,1,1
0.239003307,1,1
0.290069489,1,1
0.350960356,1,1
0.41374165,1,1
0.470831139,1,1
0.516352638,1,1
0.547260209,1,1
0.563818832,1,1
0.569291586,1,1
0.568986053,1,1
0.568994949,1,1
0.574957345,1,1
0.591028948,1,1
0.619125938,1,1
0.658506219,1,1
0.705854092,1,1
0.75609226,1,1
0.803996502,1,1
0.846303897,1,1
0.883560364,1,1
0.920752249,1,1
0.966049596,1,1
1.027740069,1,1
1.110332543,1,1
1.21138544,1,1
1.320512523,1,1
1.421225326,1,1
1.495140041,1,1
1.527133872,1,1
1.509693739,1,1
1.445055563,1,1
1.34456258,1,1
1.225597041,1,1
1.107128277,1,1
1.005203397,1,1
0.929583482,1,1
0.882298052,1,1
0.858297467,1,1
0.847788761,1,1
0.83940982,1,1
0.823257865,1,1
0.792976095,1,1
0.746527333,1,1
0.685762206,1,1
0.615231367,1,1
0.540791622,1,1
0.468433767,1,1
0.40352649,1,1
0.350452872,1,1
0.312492434,1,1
0.29178291,1,1
0.289247873,1,1
0.30445656,1,1
0.335459865,1,1
0.378702491,1,1
0.429129962,1,1
0.480579211,1,1
0.526465287,1,1
0.560678112,1,1
0.578520504,1,1
0.577486237,1,1
0.557705934,1,1
0.521963798,1,1
0.475278546,1,1
0.424119792,1,1
0.375384346,1,1
0.335288026,1,1
0.308344869,1,1
0.296608029,1,1
0.299326156,1,1
0.313113393,1,1
0.332636606,1,1
0.351705002,1,1
0.364537977,1,1
0.366926366,1,1
0.357018388,1,1
0.335556669,1,1
0.305539929,1,1
0.271434966,1,1
0.238171944,1,1
0.210184967,1,1
0.190706449,1,1
0.181415445,1,1
0.182424898,1,1
0.192516984,1,1
0.209521019,1,1
0.230760589,1,1
0.253536368,1,1
0.275619003,1,1
0.295690939,1,1
0.313622654,1,1
0.33044676,1,1
0.347944346,1,1
0.367885778,1,1
0.391127719,1,1
0.416881949,1,1
0.442467789,1,1
0.463714773,1,1
0.4759417,1,1
0.475204592,1,1
0.459389665,1,1
0.428788646,1,1
0.386006814,1,1
0.335317805,1,1
0.281768866,1,1
0.230373545,1,1
0.185606464,1,1
0.151214082,1,1
0.13018538,1,1
0.124670349,1,1
0.135711897,1,1
0.162820844,1,1
0.203586271,1,1
0.253588336,1,1
0.306821531,1,1
0.356657835,1,1
0.397152873,1,1
0.424323137,1,1
0.436981463,1,1
0.436839271,1,1
0.427825405,1,1
0.414837972,1,1
0.402332349,1,1
0.393185313,1,1
0.388155001,1,1
0.386033642,1,1
0.384354913,1,1
0.380357467,1,1
0.371870729,1,1
0.357874298,1,1
0.338636977,1,1
0.315493429,1,1
0.290408128,1,1
0.265488489,1,1
0.242564027,1,1
0.222888716,1,1
0.206983995,1,1
0.194627141,1,1
0.184986072,1,1
0.176883967,1,1
0.169139033,1,1
0.160885087,1,1
0.1517686,1,1
0.141957071,1,1
0.131971785,1,1
0.122435955,1,1
0.113862371,1,1
0.106571874,1,1
0.100753949,1,1
0.096600877,1,1
0.094413538,1,1
0.094605645,1,1
0.097600284,1,1
0.103673879,1,1
0.112822775,1,1
0.124702111,1,1
0.138640147,1,1
0.153697035,1,1
0.168734281,1,1
0.18248387,1,1
0.193631577,1,1
0.200935434,1,1
0.20338221,1,1
0.200354911,1,1
0.191764077,1,1
0.178099393,1,1
0.160383955,1,1
0.140046038,1,1
0.11874429,1,1
0.098184071,1,1
0.079950705,1,1
0.06537259,1,1
0.055422613,1,1
0.05066825,1,1
0.051279526,1,1
0.057091311,1,1
0.067694249,1,1
0.082509743,1,1
0.10080486,1,1
0.121630421,1,1
0.143712262,1,1
0.165370128,1,1
0.184554956,1,1
0.199067061,1,1
0.206948567,1,1
0.206959443,1,1
0.1989864,1,1
0.184230185,1,1
0.165078174,1,1
0.144672661,1,1
0.126287403,1,1
0.112683132,1,1
0.105607105,1,1
0.105542532,1,1
0.111731897,1,1
0.122427152,1,1
0.135279559,1,1
0.147774808,1,1
0.157634813,1,1
0.163132529,1,1
0.163290172,1,1
0.157949787,1,1
0.147719093,1,1
0.13380837,1,1
0.117788572,1,1
0.101315831,1,1
0.08587695,1,1
0.072606448,1,1
0.062204415,1,1
0.054951101,1,1
0.050783103,1,1
0.049383104,1,1
0.050247727,1,1
0.052728919,1,1
0.056074224,1,1
0.059500502,1,1
0.062316686,1,1
0.064074195,1,1
0.064691473,1,1
0.064493066,1,1
0.064130563,1,1
0.064400577,1,1
0.066020132,1,1
0.069439883,1,1
0.074760902,1,1
0.081777902,1,1
0.090118919,1,1
0.099410496,1,1
0.109385471,1,1
0.119874664,1,1
0.130677806,1,1
0.141372775,1,1
0.151167114,1,1
0.158896273,1,1
0.163220518,1,1
0.162984544,1,1
0.15761947,1,1
0.147428648,1,1
0.133629493,1,1
0.118113453,1,1
0.102995766,1,1
0.090107476,1,1
0.080600189,1,1
0.07478513,1,1
0.072236478,1,1
0.072094309,1,1
0.07344107,1,1
0.075616641,1,1
0.078377374,1,1
0.0818725,1,1
0.086477585,1,1
0.092565257,1,1
0.100298504,1,1
0.109508087,1,1
0.119679067,1,1
0.130037951,1,1
0.139709751,1,1
0.147903433,1,1
0.154082034,1,1
0.158078737,1,1
0.160133161,1,1
0.160841923,1,1
0.244211121,2,1
0.242963501,2,1
0.239729348,2,1
0.234836346,2,1
0.228917682,2,1
0.222657199,2,1
0.216562872,2,1
0.210895417,2,1
0.205787417,2,1
0.201472464,2,1
0.19846495,2,1
0.197535364,2,1
0.199420498,2,1
0.20435426,2,1
0.211632011,2,1
0.219457179,2,1
0.225228839,2,1
0.226241243,2,1
0.220566137,2,1
0.207777428,2,1
0.189217326,2,1
0.16768008,2,1
0.146621243,2,1
0.129180879,2,1
0.117364113,2,1
0.111641807,2,1
0.111065713,2,1
0.113809657,2,1
0.117914943,2,1
0.121970185,2,1
0.125499457,2,1
0.128950049,2,1
0.133324638,2,1
0.13963972,2,1
0.148457901,2,1
0.159701336,2,1
0.172815932,2,1
0.187178859,2,1
0.20251209,2,1
0.219053841,2,1
0.237362269,2,1
0.257824407,2,1
0.28011489,2,1
0.302899755,2,1
0.323978602,2,1
0.34085282,2,1
0.351502066,2,1
0.355047809,2,1
0.352028922,2,1
0.344182433,2,1
0.333830258,2,1
0.323127318,2,1
0.313467909,2,1
0.305267807,2,1
0.298178401,2,1
0.291610665,2,1
0.285317635,2,1
0.279753859,2,1
0.276017281,2,1
0.275359476,2,1
0.278458498,2,1
0.284794972,2,1
0.292478256,2,1
0.298710414,2,1
0.300802445,2,1
0.297384097,2,1
0.289303936,2,1
0.279780762,2,1
0.273630841,2,1
0.27575761,2,1
0.289403611,2,1
0.314796683,2,1
0.348713066,2,1
0.385163829,2,1
0.417004649,2,1
0.437928132,2,1
0.444157407,2,1
0.435279568,2,1
0.413993343,2,1
0.384961421,2,1
0.353281661,2,1
0.323190488,2,1
0.297454131,2,1
0.277570546,2,1
0.264548159,2,1
0.259794231,2,1
0.26561619,2,1
0.285007008,2,1
0.320678173,2,1
0.373620419,2,1
0.441712826,2,1
0.518980061,2,1
0.595962064,2,1
0.661317301,2,1
0.704324167,2,1
0.717547854,2,1
0.698789466,2,1
0.651633338,2,1
0.58440245,2,1
0.507914459,2,1
0.432842693,2,1
0.367549863,2,1
0.316973435,2,1
0.282664423,2,1
0.263650432,2,1
0.257588921,2,1
0.261740717,2,1
0.27353455,2,1
0.290753425,2,1
0.311522776,2,1
0.33427541,2,1
0.357758452,2,1
0.381030159,2,1
0.403353413,2,1
0.423953021,2,1
0.441722547,2,1
0.455060964,2,1
0.462017032,2,1
0.460799919,2,1
0.450526824,2,1
0.431917719,2,1
0.407607307,2,1
0.381864745,2,1
0.359752351,2,1
0.346009243,2,1
0.344092405,2,1
0.355766545,2,1
0.381408983,2,1
0.42087465,2,1
0.474485905,2,1
0.543601274,2,1
0.630344425,2,1
0.736414096,2,1
0.86132801,2,1
1.000801037,2,1
1.146047837,2,1
1.284545725,2,1
1.402252659,2,1
1.486656888,2,1
1.529623375,2,1
1.529021477,2,1
1.488597857,2,1
1.416288856,2,1
1.321789691,2,1
1.214400451,2,1
1.101864965,2,1
0.99030514,2,1
0.884791793,2,1
0.789887824,2,1
0.709715992,2,1
0.64754455,2,1
0.605237404,2,1
0.582967879,2,1
0.579363344,2,1
0.591944468,2,1
0.617585426,2,1
0.652836281,2,1
0.69419217,2,1
0.738534902,2,1
0.783857675,2,1
0.830067822,2,1
0.879384127,2,1
0.935856776,2,1
1.003910344,2,1
1.086356012,2,1
1.182699138,2,1
1.288516231,2,1
1.396188342,2,1
1.496632717,2,1
1.581254504,2,1
1.643383104,2,1
1.678899709,2,1
1.686285423,2,1
1.666570384,2,1
1.623497602,2,1
1.563786903,2,1
1.497034307,2,1
1.43478736,2,1
1.388713329,2,1
1.368273935,2,1
1.378609801,2,1
1.419255397,2,1
1.483956176,2,1
1.561512152,2,1
1.6374293,2,1
1.696199563,2,1
1.724048542,2,1
1.711813137,2,1
1.657288942,2,1
1.566192942,2,1
1.451108874,2,1
1.328462591,2,1
1.214416112,2,1
1.121099338,2,1
1.054481505,2,1
1.01445361,2,1
0.996737392,2,1
0.995554053,2,1
1.005881691,2,1
1.02456272,2,1
1.050181453,2,1
1.082163852,2,1
1.119760503,2,1
1.161475565,2,1
1.205234737,2,1
1.249272194,2,1
1.293422688,2,1
1.340264082,2,1
1.395436,2,1
1.466569798,2,1
1.560674721,2,1
1.680470308,2,1
1.820805432,2,1
1.9666449,2,1
2.09389174,2,1
2.173517281,2,1
2.178323121,2,1
2.090578992,2,1
1.908214141,2,1
1.647473202,2,1
1.340969548,2,1
1.031543466,2,1
0.76370526,2,1
0.575162062,2,1
0.49069114,2,1
0.519545036,2,1
0.656160198,2,1
0.882860452,2,1
1.172996138,2,1
1.493586389,2,1
1.80758908,2,1
2.076709929,2,1
2.265636734,2,1
2.347707945,2,1
2.310812278,2,1
2.161536439,2,1
1.925771292,2,1
1.645112069,2,1
1.369843567,2,1
1.150313881,2,1
1.028625746,2,1
1.031962853,2,1
1.168107818,2,1
1.423364521,2,1
1.763278715,2,1
2.136824385,2,1
2.484455141,2,1
2.749305356,2,1
2.889229071,2,1
2.886193497,2,1
2.749705032,2,1
2.512718958,2,1
2.221239393,2,1
1.921285745,2,1
1.647867165,2,1
1.419581357,2,1
1.239950189,2,1
1.10382974,2,1
1.005429687,2,1
0.944309589,2,1
0.927035568,2,1
0.964222556,2,1
1.064547444,2,1
1.228350902,2,1
1.443439337,2,1
1.684818445,2,1
1.918710489,2,1
2.109770012,2,1
2.229340501,2,1
2.262224311,2,1
2.209922888,2,1
2.089512572,2,1
1.928821319,2,1
1.759767045,2,1
1.612109794,2,1
1.509312372,2,1
1.467003199,2,1
1.493306868,2,1
1.589665187,2,1
1.751003262,2,1
1.96501625,2,1
2.211405212,2,1
2.462446417,2,1
2.685976857,2,1
2.850824267,2,1
2.933422182,2,1
2.923493956,2,1
2.826729256,2,1
2.663341798,2,1
2.462874682,2,1
2.256966928,2,1
2.072452278,2,1
1.926900624,2,1
1.827705299,2,1
1.774514971,2,1
1.763704831,2,1
1.793018764,2,1
1.864589238,2,1
1.985153614,2,1
2.163237276,2,1
2.404135887,2,1
2.704433268,2,1
3.048220559,2,1
3.406853294,2,1
3.742939629,2,1
4.017635994,2,1
4.198931135,2,1
4.268145937,2,1
4.22265907,2,1
4.074506048,2,1
3.846114863,2,1
3.565197944,2,1
3.2604488,2,1
2.958629449,2,1
2.682674691,2,1
2.45016138,2,1
2.271899268,2,1
2.151011281,2,1
2.083138837,2,1
2.058126757,2,1
2.062937368,2,1
2.08502994,2,1
2.115297773,2,1
2.14986955,2,1
2.190449907,2,1
2.243206346,2,1
2.316453656,2,1
2.41759237,2,1
2.549957024,2,1
2.710367067,2,1
2.888137447,2,1
3.066024485,2,1
3.223088893,2,1
3.338888069,2,1
3.397948934,2,1
3.393285766,2,1
3.327905938,2,1
3.213772786,2,1
3.068433517,2,1
2.910245731,2,1
2.753602689,2,1
2.605588993,2,1
2.465062333,2,1
2.324386803,2,1
2.173196006,2,1
2.002929156,2,1
1.810675405,2,1
1.60113951,2,1
1.386189586,2,1
1.182225885,2,1
1.006255121,2,1
0.871877234,2,1
0.78632453,2,1
0.749293676,2,1
0.753723611,2,1
0.788084881,2,1
0.839342132,2,1
0.895658363,2,1
0.948146248,2,1
0.991429847,2,1
1.023259949,2,1
1.043724451,2,1
1.054597984,2,1
1.059109731,2,1
1.062026176,2,1
1.069651841,2,1
1.089313332,2,1
1.128160259,2,1
1.191579805,2,1
1.281930313,2,1
1.398368099,2,1
1.538113393,2,1
1.698690515,2,1
1.87988764,2,1
2.08393296,2,1
2.313005612,2,1
2.56455898,2,1
2.826401967,2,1
3.074218997,2,1
3.273638129,2,1
3.387169878,2,1
3.384130495,2,1
3.250136891,2,1
2.992717857,2,1
2.641065731,2,1
2.240211861,2,1
1.841860689,2,1
1.49493208,2,1
1.238363981,2,1
1.097377248,2,1
1.082945974,2,1
1.193266274,2,1
1.41582694,2,1
1.729146654,2,1
2.104023042,2,1
2.504845893,2,1
2.89183516,2,1
3.224822947,2,1
3.468501132,2,1
3.598221419,2,1
3.604863822,2,1
3.49725971,2,1
3.301181928,2,1
3.05477792,2,1
2.801226383,2,1
2.580121014,2,1
2.419507282,2,1
2.330534671,2,1
2.306240337,2,1
2.325010871,2,1
2.357935445,2,1
2.377982069,2,1
2.368235918,2,1
2.326706238,2,1
2.266393649,2,1
2.210933694,2,1
2.187516281,2,1
2.219396968,2,1
2.320037485,2,1
2.490022156,2,1
2.716882266,2,1
2.977243766,2,1
3.240465816,2,1
3.473059082,2,1
3.643412629,2,1
3.726484316,2,1
3.708031889,2,1
3.587760414,2,1
3.38061719,2,1
3.115549376,2,1
2.831424937,2,1
2.570450379,2,1
2.370145139,2,1
2.255543912,2,1
2.233574071,2,1
2.291311886,2,1
2.398987422,2,1
2.517313848,2,1
2.607331107,2,1
2.63999814,2,1
2.602700211,2,1
2.500800269,2,1
2.354045889,2,1
2.189379213,2,1
2.032769113,2,1
1.902684063,2,1
1.806854794,2,1
1.742575774,2,1
1.699622731,2,1
1.664344942,2,1
1.623638706,2,1
1.568009956,2,1
1.493416329,2,1
1.401849038,2,1
1.300719058,2,1
1.201208013,2,1
1.115918567,2,1
1.056347216,2,1
1.03076112,2,1
1.042912351,2,1
1.091735928,2,1
1.17191284,2,1
1.275055545,2,1
1.391276997,2,1
1.510918671,2,1
1.626146641,2,1
1.732017961,2,1
1.826631019,2,1
1.91024234,2,1
1.983724089,2,1
2.047203081,2,1
2.099828211,2,1
2.141160524,2,1
2.173780872,2,1
2.205786552,2,1
2.251438065,2,1
2.328679532,2,1
2.453537846,2,1
2.632998956,2,1
2.85910193,2,1
3.107027685,2,1
3.338703347,2,1
3.511337443,2,1
3.588259142,2,1
3.548408223,2,1
3.391308479,2,1
3.136124981,2,1
2.815615725,2,1
2.467446525,2,1
2.125815038,2,1
1.815636798,2,1
1.550227214,2,1
1.332162221,2,1
1.15627221,2,1
1.013575616,2,1
0.895158968,2,1
0.795283829,2,1
0.713212942,2,1
0.653428961,2,1
0.624166422,2,1
0.634536195,2,1
0.690930375,2,1
0.793711106,2,1
0.935250203,2,1
1.100099031,2,1
1.267453993,2,1
1.415316888,2,1
1.525120421,2,1
1.585384352,2,1
1.593317698,2,1
1.554059954,2,1
1.478112813,2,1
1.378065519,2,1
1.265746816,2,1
1.150512313,2,1
1.03878136,2,1
0.934482825,2,1
0.839915623,2,1
0.756637556,2,1
0.68620256,2,1
0.630716218,2,1
0.593206286,2,1
0.5777374,2,1
0.589115911,2,1
0.632016754,2,1
0.709480765,2,1
0.820987733,2,1
0.960635999,2,1
1.116195194,2,1
1.269757031,2,1
1.400288521,2,1
1.487685088,2,1
1.517220735,2,1
1.482961085,2,1
1.388965698,2,1
1.247888642,2,1
1.077542888,2,1
